data;time;pressure1;pressure2;pressure3;pressure4;pressure5
27.01.2019;11:30:00;0.469;0.283;0.664;8.319;7.213
27.01.2019;12:00:00;0.446;0.194;0.675;8.082;7.324
27.01.2019;12:30:00;0.337;0.192;0.685;7.289;7.663
27.01.2019;13:00:00;0.319;0.193;0.685;7.818;7.441
27.01.2019;13:30:00;0.483;0.189;0.685;9.387;8.612
27.01.2019;14:00:00;0.531;0.189;0.682;8.689;8.054
27.01.2019;14:30:00;0.634;0.192;0.663;8.312;7.471
27.01.2019;15:00:00;0.49;0.192;0.675;8.793;7.641
27.01.2019;15:30:00;0.393;0.188;0.654;9.239;7.827
27.01.2019;16:00:00;0.559;0.191;0.634;10.192;9.339
27.01.2019;16:30:00;0.733;0.384;0.631;10.907;8.286
27.01.2019;17:00:00;0.544;0.475;0.626;11.525;9.986
27.01.2019;17:30:00;0.618;0.621;0.65;12.614;11.641
27.01.2019;18:00:00;0.549;0.61;0.652;14.195;12.902
27.01.2019;18:30:00;0.459;0.607;0.74;13.323;14.379
27.01.2019;19:00:00;0.494;0.613;0.746;14.264;15.651
27.01.2019;19:30:00;0.392;0.613;0.752;16.554;19.014
27.01.2019;20:00:00;0.563;0.615;0.753;13.66;17.279
27.01.2019;20:30:00;0.392;0.6;0.746;14.64;17.415
27.01.2019;21:00:00;0.518;0.613;0.747;15.625;16.171
27.01.2019;21:30:00;0.222;0.627;0.752;14.736;14.641
27.01.2019;22:00:00;0.384;0.637;0.753;14.441;12.281
27.01.2019;22:30:00;0.207;0.622;0.763;13.44;12.256
27.01.2019;23:00:00;0.231;0.624;0.765;11.129;10.977
27.01.2019;23:30:00;0.261;0.632;0.772;10.562;10.429
28.01.2019;00:00:00;0.246;0.631;0.764;9.744;9.207
28.01.2019;00:30:00;0.222;0.62;0.761;8.535;8.779
28.01.2019;01:00:00;0.162;0.631;0.766;7.929;7.387
28.01.2019;01:30:00;0.164;0.637;0.77;7.049;7.221
28.01.2019;02:00:00;0.187;0.632;0.766;6.324;6.499
28.01.2019;02:30:00;0.164;0.625;0.766;5.983;6.342
28.01.2019;03:00:00;0.163;0.627;0.767;5.263;5.462
28.01.2019;03:30:00;0.165;0.623;0.773;5.358;5.165
28.01.2019;04:00:00;0.164;0.623;0.768;5.42;4.92
28.01.2019;04:30:00;0.164;0.622;0.768;5.539;5.076
28.01.2019;05:00:00;0.164;0.62;0.77;5.623;5.197
28.01.2019;05:30:00;0.208;0.613;0.77;6.172;5.093
28.01.2019;06:00:00;0.221;0.61;0.757;7.791;6.379
28.01.2019;06:30:00;0.387;0.609;0.747;8.804;7.392
28.01.2019;07:00:00;0.481;0.597;0.744;9.51;8.525
28.01.2019;07:30:00;0.562;0.546;0.747;7.538;8.888
28.01.2019;08:00:00;0.491;0.513;0.744;7.765;7.752
28.01.2019;08:30:00;0.429;0.524;0.741;9.678;7.75
28.01.2019;09:00:00;0.303;0.523;0.747;9.078;9.807
28.01.2019;09:30:00;0.468;0.379;0.751;7.799;9.401
28.01.2019;10:00:00;0.343;0.451;0.762;8.968;7.96
28.01.2019;10:30:00;0.398;0.239;0.756;8.5;7.663
28.01.2019;11:00:00;0.398;0.187;0.695;8.4;6.7
28.01.2019;11:30:00;0.412;0.193;0.723;8.316;7.843
28.01.2019;12:00:00;0.377;0.19;0.74;8.34;7.425
28.01.2019;12:30:00;0.355;0.19;0.493;7.365;7.816
28.01.2019;13:00:00;0.434;0.189;0.276;8.688;6.858
28.01.2019;13:30:00;0.525;0.19;0.276;8.616;7.42
28.01.2019;14:00:00;0.425;0.191;0.28;8.172;8.712
28.01.2019;14:30:00;0.815;0.186;0.275;8.862;6.852
28.01.2019;15:00:00;0.233;0.188;0.278;9.258;7.674
28.01.2019;15:30:00;0.517;0.19;0.278;9.987;7.314
28.01.2019;16:00:00;0.384;0.189;0.278;11.035;8.108
28.01.2019;16:30:00;0.613;0.194;0.271;10.365;9.202
28.01.2019;17:00:00;0.389;0.385;0.259;9.884;10.072
28.01.2019;17:30:00;0.595;0.519;0.262;10.068;9.471
28.01.2019;18:00:00;0.475;0.573;0.326;12.11;11.61
28.01.2019;18:30:00;0.606;0.609;0.326;13.114;12.982
28.01.2019;19:00:00;0.357;0.601;0.346;14.913;13.863
28.01.2019;19:30:00;0.617;0.6;0.354;14.773;14.804
28.01.2019;20:00:00;0.313;0.597;0.351;15.029;14.375
28.01.2019;20:30:00;0.628;0.597;0.36;16.171;14.825
28.01.2019;21:00:00;0.451;0.6;0.362;16.229;14.632
28.01.2019;21:30:00;0.401;0.613;0.364;16.24;14.984
28.01.2019;22:00:00;0.48;0.618;0.365;15.902;15.869
28.01.2019;22:30:00;0.244;0.595;0.351;15.47;13.376
28.01.2019;23:00:00;0.206;0.605;0.348;13.479;12.705
28.01.2019;23:30:00;0.228;0.601;0.347;11.562;10.437
29.01.2019;00:00:00;0.191;0.612;0.348;10.502;9.155
29.01.2019;00:30:00;0.203;0.618;0.352;9.007;7.618
29.01.2019;01:00:00;0.213;0.626;0.351;7.539;6.624
29.01.2019;01:30:00;0.17;0.625;0.355;6.34;6.54
29.01.2019;02:00:00;0.161;0.628;0.356;5.967;6.101
29.01.2019;02:30:00;0.198;0.634;0.353;5.994;6.119
29.01.2019;03:00:00;0.161;0.627;0.353;5.534;6.296
29.01.2019;03:30:00;0.162;0.632;0.355;5.352;5.913
29.01.2019;04:00:00;0.161;0.631;0.354;5.021;5.693
29.01.2019;04:30:00;0.171;0.626;0.349;4.897;5.641
29.01.2019;05:00:00;0.193;0.623;0.349;5.38;5.27
29.01.2019;05:30:00;0.203;0.625;0.351;5.525;5.151
29.01.2019;06:00:00;0.225;0.619;0.35;6.284;6.815
29.01.2019;06:30:00;0.534;0.612;0.345;7.291;7.193
29.01.2019;07:00:00;0.485;0.619;0.343;7.195;7.542
29.01.2019;07:30:00;0.577;0.606;0.343;6.369;7.295
29.01.2019;08:00:00;0.4;0.609;0.349;6.409;7.462
29.01.2019;08:30:00;0.453;0.618;0.354;8.054;7.223
29.01.2019;09:00:00;0.263;0.584;0.354;7.745;6.934
29.01.2019;09:30:00;0.265;0.471;0.353;7.929;7.212
29.01.2019;10:00:00;0.254;0.409;0.346;7.994;7.497
29.01.2019;10:30:00;0.353;0.285;0.349;8.428;6.468
29.01.2019;11:00:00;0.414;0.294;0.355;7.993;6.77
29.01.2019;11:30:00;0.335;0.276;0.349;8.815;8.825
29.01.2019;12:00:00;0.557;0.194;0.353;10.567;7.178
29.01.2019;12:30:00;0.437;0.173;0.352;7.656;8.455
29.01.2019;13:00:00;0.425;0.181;0.294;8.371;8.823
29.01.2019;13:30:00;0.654;0.18;0.273;7.793;8.814
29.01.2019;14:00:00;0.344;0.187;0.278;8.042;8.669
29.01.2019;14:30:00;0.399;0.182;0.277;8.709;9.166
29.01.2019;15:00:00;0.501;0.186;0.524;8.988;8.617
29.01.2019;15:30:00;0.366;0.186;0.553;7.603;9.334
29.01.2019;16:00:00;0.381;0.18;0.559;8.907;11.797
29.01.2019;16:30:00;0.369;0.282;0.555;9.857;11.403
29.01.2019;17:00:00;0.438;0.321;0.562;8.86;10.521
29.01.2019;17:30:00;0.727;0.579;0.622;10.956;13.122
29.01.2019;18:00:00;0.58;0.61;0.673;12.157;13.561
29.01.2019;18:30:00;0.597;0.6;0.733;14.408;13.42
29.01.2019;19:00:00;0.523;0.599;0.732;14.623;16.604
29.01.2019;19:30:00;0.578;0.588;0.731;15.467;16.198
29.01.2019;20:00:00;0.399;0.6;0.743;16.066;15.561
29.01.2019;20:30:00;0.39;0.618;0.746;15.657;15.365
29.01.2019;21:00:00;0.419;0.636;0.757;15.274;16.294
29.01.2019;21:30:00;0.292;0.625;0.767;15.455;15.669
29.01.2019;22:00:00;0.412;0.628;0.773;14.047;14.012
29.01.2019;22:30:00;0.307;0.635;0.777;12.038;14.089
29.01.2019;23:00:00;0.262;0.635;0.782;12.043;12.656
29.01.2019;23:30:00;0.206;0.634;0.788;10.152;10.879
30.01.2019;00:00:00;0.2;0.634;0.772;9.155;7.975
30.01.2019;00:30:00;0.162;0.633;0.773;8.377;6.87
30.01.2019;01:00:00;0.172;0.642;0.775;6.384;6.242
30.01.2019;01:30:00;0.164;0.64;0.781;5.447;5.528
30.01.2019;02:00:00;0.259;0.651;0.78;4.696;5.268
30.01.2019;02:30:00;0.173;0.643;0.778;4.709;5.361
30.01.2019;03:00:00;0.164;0.641;0.778;4.447;4.383
30.01.2019;03:30:00;0.165;0.644;0.778;4.175;4.124
30.01.2019;04:00:00;0.201;0.645;0.782;4.01;4.27
30.01.2019;04:30:00;0.187;0.635;0.778;4.373;4.569
30.01.2019;05:00:00;0.165;0.64;0.779;4.911;4.621
30.01.2019;05:30:00;0.24;0.632;0.771;5.953;5.367
30.01.2019;06:00:00;0.257;0.623;0.77;6.927;6.003
30.01.2019;06:30:00;0.526;0.633;0.768;7.525;6.542
30.01.2019;07:00:00;0.402;0.62;0.762;7.514;7.75
30.01.2019;07:30:00;0.785;0.572;0.752;6.596;7.745
30.01.2019;08:00:00;0.467;0.623;0.755;6.248;7.514
30.01.2019;08:30:00;0.333;0.574;0.751;7.489;6.773
30.01.2019;09:00:00;0.445;0.529;0.766;7.078;6.618
30.01.2019;09:30:00;0.425;0.45;0.765;7.672;7.278
30.01.2019;10:00:00;0.415;0.266;0.761;9.311;8.668
30.01.2019;10:30:00;0.305;0.181;0.758;9.193;8.858
30.01.2019;11:00:00;0.453;0.182;0.76;9.16;7.756
30.01.2019;11:30:00;0.581;0.186;0.758;8.836;8.115
30.01.2019;12:00:00;0.419;0.212;0.757;9.125;7.862
30.01.2019;12:30:00;0.543;0.192;0.746;9.052;8.773
30.01.2019;13:00:00;0.368;0.188;0.748;8.805;8.714
30.01.2019;13:30:00;0.339;0.185;0.757;8.408;8.914
30.01.2019;14:00:00;0.426;0.189;0.752;7.785;8.824
30.01.2019;14:30:00;0.432;0.189;0.761;11.187;9.386
30.01.2019;15:00:00;0.414;0.191;0.766;9.038;7.353
30.01.2019;15:30:00;0.423;0.185;0.763;9.776;7.281
30.01.2019;16:00:00;0.445;0.185;0.756;9.888;8.282
30.01.2019;16:30:00;0.589;0.289;0.754;9.794;7.972
30.01.2019;17:00:00;0.539;0.529;0.76;11.467;8.726
30.01.2019;17:30:00;0.425;0.527;0.761;11.493;8.97
30.01.2019;18:00:00;0.587;0.573;0.74;13.578;9.935
30.01.2019;18:30:00;0.622;0.604;0.744;13.917;11.854
30.01.2019;19:00:00;0.392;0.613;0.754;14.665;12.722
30.01.2019;19:30:00;0.491;0.61;0.756;14.273;12.519
30.01.2019;20:00:00;0.553;0.611;0.768;16.712;14.557
30.01.2019;20:30:00;0.46;0.616;0.756;16.215;14.146
30.01.2019;21:00:00;0.425;0.626;0.758;15.311;14.875
30.01.2019;21:30:00;0.409;0.63;0.754;14.633;14.02
30.01.2019;22:00:00;0.302;0.617;0.757;14.118;12.87
30.01.2019;22:30:00;0.332;0.617;0.756;13.095;12.844
30.01.2019;23:00:00;0.284;0.621;0.759;11.872;11.478
30.01.2019;23:30:00;0.382;0.627;0.738;11.509;10.698
31.01.2019;00:00:00;0.174;0.626;0.724;9.696;9.709
31.01.2019;00:30:00;0.254;0.633;0.725;8.165;9.126
31.01.2019;01:00:00;0.248;0.631;0.729;7.254;8.163
31.01.2019;01:30:00;0.172;0.639;0.737;6.171;7.715
31.01.2019;02:00:00;0.162;0.639;0.742;5.214;7.441
31.01.2019;02:30:00;0.194;0.633;0.736;5.307;7.124
31.01.2019;03:00:00;0.161;0.633;0.731;4.925;5.937
31.01.2019;03:30:00;0.162;0.643;0.742;5.195;5.639
31.01.2019;04:00:00;0.163;0.642;0.741;4.727;5.245
31.01.2019;04:30:00;0.206;0.634;0.732;4.964;5.685
31.01.2019;05:00:00;0.174;0.64;0.735;5.429;5.409
31.01.2019;05:30:00;0.185;0.643;0.741;4.713;5.438
31.01.2019;06:00:00;0.247;0.636;0.738;4.787;5.802
31.01.2019;06:30:00;0.203;0.635;0.737;5.04;5.298
31.01.2019;07:00:00;0.284;0.632;0.734;4.691;5.905
31.01.2019;07:30:00;0.277;0.633;0.724;5.241;6.446
31.01.2019;08:00:00;0.275;0.631;0.726;5.892;6.778
31.01.2019;08:30:00;0.326;0.628;0.712;6.154;7.552
31.01.2019;09:00:00;0.442;0.363;0.704;6.703;7.821
31.01.2019;09:30:00;0.229;0.321;0.701;8.865;10.343
31.01.2019;10:00:00;0.323;0.316;0.706;9.497;8.861
31.01.2019;10:30:00;0.479;0.321;0.654;10.296;9.212
31.01.2019;11:00:00;0.392;0.297;0.653;8.716;10.75
31.01.2019;11:30:00;0.378;0.194;0.65;10.288;10.687
31.01.2019;12:00:00;0.395;0.189;0.651;8.6;10.622
31.01.2019;12:30:00;0.42;0.179;0.662;9.134;9.52
31.01.2019;13:00:00;0.417;0.174;0.662;8.309;8.3
31.01.2019;13:30:00;0.424;0.176;0.666;8.285;8.176
31.01.2019;14:00:00;0.557;0.178;0.663;10.058;8.118
31.01.2019;14:30:00;0.522;0.188;0.662;9.487;8.421
31.01.2019;15:00:00;0.445;0.18;0.664;9.159;9.555
31.01.2019;15:30:00;0.385;0.186;0.662;9.336;9.574
31.01.2019;16:00:00;0.282;0.183;0.664;9.571;10.141
31.01.2019;16:30:00;0.48;0.327;0.667;10.15;10.133
31.01.2019;17:00:00;0.496;0.383;0.733;11.51;11.2
31.01.2019;17:30:00;0.417;0.454;0.745;12.742;12.105
31.01.2019;18:00:00;0.488;0.488;0.766;13.398;11.702
31.01.2019;18:30:00;0.242;0.538;0.779;14.387;12.618
31.01.2019;19:00:00;0.48;0.581;0.778;14.959;13.007
31.01.2019;19:30:00;0.591;0.585;0.771;13.795;14.168
31.01.2019;20:00:00;0.324;0.573;0.772;13.582;13.806
31.01.2019;20:30:00;0.537;0.589;0.776;14.182;13.335
31.01.2019;21:00:00;0.282;0.595;0.779;14.255;12.585
31.01.2019;21:30:00;0.482;0.596;0.774;13.246;12.558
31.01.2019;22:00:00;0.268;0.585;0.772;12.508;12.848
31.01.2019;22:30:00;0.322;0.588;0.772;11.95;12.71
31.01.2019;23:00:00;0.241;0.587;0.777;10.52;13.167
31.01.2019;23:30:00;0.272;0.581;0.772;11.361;10.743
